<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MTSS;D;20150903;00:00:00;230.6500000;2589890
MTSS;D;20150904;00:00:00;226.2000000;1458190
MTSS;D;20150907;00:00:00;224.7000000;1680660
MTSS;D;20150908;00:00:00;227.1000000;1588320
MTSS;D;20150909;00:00:00;227.0000000;1253580
MTSS;D;20150910;00:00:00;225.8000000;1355240
MTSS;D;20150911;00:00:00;225.5000000;891900
MTSS;D;20150914;00:00:00;225.7000000;1685190
MTSS;D;20150915;00:00:00;222.5000000;2078120
MTSS;D;20150916;00:00:00;227.3000000;2528460
MTSS;D;20150917;00:00:00;225.6500000;2138040
MTSS;D;20150918;00:00:00;223.8500000;3241270
MTSS;D;20150921;00:00:00;222.2500000;1197610
MTSS;D;20150922;00:00:00;221.9500000;3513830
MTSS;D;20150923;00:00:00;216.7000000;3186720
MTSS;D;20150924;00:00:00;213.1500000;1877720
MTSS;D;20150925;00:00:00;215.1500000;2568760
MTSS;D;20150928;00:00:00;210.8000000;1802800
MTSS;D;20150929;00:00:00;211.3500000;2843200
MTSS;D;20150930;00:00:00;212.7000000;3410300
MTSS;D;20151001;00:00:00;211.3500000;1701350
MTSS;D;20151002;00:00:00;209.7000000;2740650
MTSS;D;20151005;00:00:00;214.6500000;2752660
MTSS;D;20151006;00:00:00;214.7500000;2210300
MTSS;D;20151007;00:00:00;211.0000000;6121020
MTSS;D;20151008;00:00:00;213.9500000;2738330
MTSS;D;20151009;00:00:00;216.5000000;3636670
MTSS;D;20151012;00:00:00;215.2500000;3223980
MTSS;D;20151013;00:00:00;214.9000000;2220100
MTSS;D;20151014;00:00:00;216.0500000;1874960
MTSS;D;20151015;00:00:00;219.6500000;3281440
MTSS;D;20151016;00:00:00;219.0000000;2211770
MTSS;D;20151019;00:00:00;217.6000000;2264040
MTSS;D;20151020;00:00:00;214.2500000;2119610
MTSS;D;20151021;00:00:00;212.7500000;2406080
MTSS;D;20151022;00:00:00;211.0000000;2899270
MTSS;D;20151023;00:00:00;211.1500000;2434280
MTSS;D;20151026;00:00:00;213.5000000;2289720
MTSS;D;20151027;00:00:00;212.5500000;1266970
MTSS;D;20151028;00:00:00;214.0000000;1320690
MTSS;D;20151029;00:00:00;211.2000000;2337170
MTSS;D;20151030;00:00:00;208.3000000;4312050
MTSS;D;20151102;00:00:00;211.2000000;1984350
MTSS;D;20151103;00:00:00;209.2000000;3750440
