<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
POLY;D;20160621;00:00:00;804.5000000;16743
POLY;D;20160622;00:00:00;795.5000000;10926
POLY;D;20160623;00:00:00;827.0000000;9254
POLY;D;20160624;00:00:00;824.0000000;36063
POLY;D;20160627;00:00:00;838.5000000;7289
POLY;D;20160628;00:00:00;841.5000000;17925
POLY;D;20160629;00:00:00;858.5000000;6206
POLY;D;20160630;00:00:00;881.5000000;17254
POLY;D;20160701;00:00:00;888.0000000;10390
POLY;D;20160704;00:00:00;919.5000000;9489
POLY;D;20160705;00:00:00;912.0000000;8690
POLY;D;20160706;00:00:00;949.0000000;9842
POLY;D;20160707;00:00:00;920.0000000;17173
POLY;D;20160708;00:00:00;902.5000000;9985
POLY;D;20160711;00:00:00;937.0000000;7186
POLY;D;20160712;00:00:00;931.0000000;10569
POLY;D;20160713;00:00:00;946.5000000;15906
POLY;D;20160714;00:00:00;941.5000000;9692
POLY;D;20160715;00:00:00;933.0000000;3443
POLY;D;20160718;00:00:00;921.0000000;9099
POLY;D;20160719;00:00:00;915.5000000;12287
POLY;D;20160720;00:00:00;878.0000000;17608
POLY;D;20160721;00:00:00;882.0000000;11606
POLY;D;20160722;00:00:00;885.5000000;41227
POLY;D;20160725;00:00:00;888.5000000;7854
POLY;D;20160726;00:00:00;919.0000000;17760
POLY;D;20160727;00:00:00;907.0000000;9865
POLY;D;20160728;00:00:00;984.5000000;23984
POLY;D;20160729;00:00:00;971.5000000;15111
POLY;D;20160801;00:00:00;975.5000000;8308
POLY;D;20160802;00:00:00;981.5000000;15104
POLY;D;20160803;00:00:00;991.5000000;16195
POLY;D;20160804;00:00:00;973.0000000;13140
POLY;D;20160805;00:00:00;973.5000000;6714
POLY;D;20160808;00:00:00;960.5000000;7551
POLY;D;20160809;00:00:00;962.0000000;4635
POLY;D;20160810;00:00:00;972.0000000;10276
POLY;D;20160811;00:00:00;989.5000000;8147
POLY;D;20160812;00:00:00;988.0000000;10727
POLY;D;20160815;00:00:00;981.5000000;5679
POLY;D;20160816;00:00:00;989.0000000;9780
POLY;D;20160817;00:00:00;985.0000000;6437
POLY;D;20160818;00:00:00;1000.5000000;7697
POLY;D;20160819;00:00:00;981.5000000;12098
POLY;D;20160822;00:00:00;980.0000000;11771
POLY;D;20160823;00:00:00;985.0000000;4646
POLY;D;20160824;00:00:00;986.5000000;16315
POLY;D;20160825;00:00:00;964.0000000;24513
POLY;D;20160826;00:00:00;948.5000000;6689
POLY;D;20160829;00:00:00;927.5000000;10200
POLY;D;20160830;00:00:00;946.5000000;24066
POLY;D;20160831;00:00:00;914.0000000;22105
POLY;D;20160901;00:00:00;917.5000000;15932
POLY;D;20160902;00:00:00;917.5000000;11626
POLY;D;20160905;00:00:00;911.0000000;7407
POLY;D;20160906;00:00:00;918.5000000;10562
POLY;D;20160907;00:00:00;923.5000000;5290
POLY;D;20160908;00:00:00;897.0000000;13573
POLY;D;20160909;00:00:00;872.0000000;11932
POLY;D;20160912;00:00:00;868.5000000;17181
POLY;D;20160913;00:00:00;838.5000000;43492
POLY;D;20160914;00:00:00;862.0000000;35585
POLY;D;20160915;00:00:00;862.0000000;24837
POLY;D;20160916;00:00:00;859.5000000;32241
POLY;D;20160919;00:00:00;876.5000000;21739
POLY;D;20160920;00:00:00;875.0000000;26494
POLY;D;20160921;00:00:00;874.5000000;15495
POLY;D;20160922;00:00:00;884.0000000;35778
POLY;D;20160923;00:00:00;811.0000000;319065
POLY;D;20160926;00:00:00;801.0000000;101594
POLY;D;20160927;00:00:00;798.5000000;30475
POLY;D;20160928;00:00:00;807.0000000;38195
POLY;D;20160929;00:00:00;799.5000000;23575
POLY;D;20160930;00:00:00;795.0000000;68700
POLY;D;20161003;00:00:00;781.5000000;40226
POLY;D;20161004;00:00:00;747.0000000;66293
POLY;D;20161005;00:00:00;702.5000000;168948
POLY;D;20161006;00:00:00;682.0000000;99967
POLY;D;20161007;00:00:00;660.0000000;141460
POLY;D;20161010;00:00:00;662.0000000;103936
POLY;D;20161011;00:00:00;654.0000000;44567
POLY;D;20161012;00:00:00;650.0000000;72051
